,sdss_id,ra,dec,z
0,J000410.46-100118.1,1.04359149933,-10.0217018127,0.0675502941012
1,J000413.85+010004.2,1.05773425102,1.00117838383,0.0606985315681
2,J001431.89+000029.8,3.63288211823,0.0083085205406,0.0649052038789
3,J001434.70-000045.0,3.64458870888,-0.012479676865,0.06353395432230001
4,J001558.24-001812.6,3.9926922321300014,-0.303504317999,0.0393732599914
5,J001621.70-003428.4,4.09044313431,-0.5745708942409999,0.0691350847483
6,J001642.55-002643.5,4.1773066520699995,-0.445445239544,0.06447657942769999
7,J001857.12-005816.3,4.7380075454699995,-0.971203386784,0.0685503035784
8,J002032.94-000847.0,5.13726663589,-0.146393433213,0.06419999897480001
9,J002220.79-005603.8,5.58665657043,-0.934407532215,0.05815888568760001
10,J002337.99-004703.0,5.90828275681,-0.7841682434080001,0.0635513290763
11,J002339.87-000715.0,5.9161849021899995,-0.120847769082,0.06390681117769999
12,J002537.70+000212.2,6.407100677490001,0.0367355383933,0.042448580264999994
13,J002820.53-001304.2,7.085525035860001,-0.21784886717799998,0.061258085072
14,J002851.28-001709.6,7.21366643906,-0.285990267992,0.059536140412099994
15,J002901.48+002102.9,7.2561545372000005,0.35081890225400003,0.0603190250695
16,J002923.37-000949.2,7.347388267519999,-0.16365307569499998,0.057699967175699994
17,J003209.80+010836.5,8.04080867767,1.1434860229500001,0.0589912980795
18,J003546.60+135248.1,8.94421005249,13.8800401688,0.059485450387000004
19,J003704.90-010152.7,9.270436286930002,-1.03126943111,0.049270141869800006
20,J004133.89-100117.1,10.3912391663,-10.0214424133,0.0131189003587
21,J004139.43-092452.4,10.4142637253,-9.414594650269999,0.0598667785525
22,J004234.77-093918.1,10.6448936462,-9.65504741669,0.0544932559133
23,J004351.87+004807.0,10.966152191199999,0.801957130432,0.0181377232075
24,J004418.40-090254.8,11.076682090799999,-9.04854106903,0.0572852902114
25,J005126.26+003907.1,12.859430313099999,0.651961743832,0.06797952204940001
26,J005508.96-010247.3,13.787349700899998,-1.04646778107,0.0456872694194
27,J005546.38+003842.2,13.9432973862,0.645074427128,0.0669408589602
28,J005554.54-005514.3,13.9772577286,-0.920636177063,0.044977106153999996
29,J005555.93+003940.3,13.983123779300001,0.661221921444,0.0672791078687
30,J005609.25+004113.3,14.0385637283,0.6870647072789999,0.0636514425278
31,J005611.55+004055.1,14.0481357574,0.682001233101,0.06732103973629999
32,J005612.79-005001.6,14.0533456802,-0.8337613940240001,0.0439124815166
33,J005710.17-002048.9,14.2924022675,-0.34689775109300003,0.043010108172900005
34,J005731.48+004555.9,14.3811702728,0.7655853033069999,0.0633927807212
35,J005753.53-092714.9,14.4730319977,-9.454155921939998,0.0496680885553
36,J005922.26+002917.7,14.842743873599998,0.488235861063,0.0632981434464
37,J010123.75-005710.3,15.3489561081,-0.952886283398,0.050679434090900005
38,J010319.51-003522.7,15.8313188553,-0.589632809162,0.018356237560499998
39,J010401.74-004847.0,16.0072650909,-0.8130675554279999,0.06642332673069999
40,J011004.41+154259.2,17.5184059143,15.7164402008,0.060226511210199986
41,J011448.72+001347.9,18.7030315399,0.229969784617,0.046161532402
42,J011508.56-000254.1,18.7857246399,-0.0483833774924,0.043604955077200004
43,J011508.72+003433.5,18.7863807678,0.576010048389,0.0453828498721
44,J011605.60-000053.6,19.023315429700002,-0.0148889822885,0.0446085520089
45,J011724.60-010356.0,19.3525104523,-1.06557714939,0.0459827855229
46,J012117.60-003551.5,20.323343277,-0.59764456749,0.05427652969959999
47,J012120.35-003651.5,20.3347702026,-0.614319205284,0.0536921173334
48,J012312.37-003828.2,20.801555633499998,-0.6411619186399999,0.0275133382529
49,J013142.11-005559.1,22.9255657196,-0.933311581612,0.0180577095598
50,J013658.46-002358.4,24.243598938,-0.399560749531,0.0559481233358
51,J013706.95-090857.4,24.2789459229,-9.149310112,0.0699687674642
52,J013712.87-003015.5,24.3036384583,-0.504315495491,0.05611784756180002
53,J014015.44+004953.3,25.0643463135,0.8314624428749999,0.05923538282510001
54,J014434.10+004418.7,26.1420764923,0.7385147213940001,0.0590865053236
55,J014911.62+125111.7,27.2984275818,12.8532447815,0.0262427423149
56,J015107.90-094731.3,27.7829055786,-9.79203510284,0.0430332310498
57,J015113.38-010338.6,27.8057804108,-1.06069409847,0.042935892939599984
58,J015132.89-084703.2,27.8870258331,-8.78423690796,0.0358643755317
59,J015148.51+001549.7,27.952138900799998,0.263856470585,0.0591636747122
60,J015304.89-010431.0,28.270395278899997,-1.07527935505,0.0595097318292
61,J015315.24+010220.6,28.3135223389,1.03909218311,0.059680305421400015
62,J015745.98-083334.0,29.441591262800003,-8.55942821503,0.049581222236199984
63,J015840.93+003145.1,29.670555114699997,0.529234826565,0.0232795625925
64,J020143.39-010411.3,30.4308071136,-1.0697995424299998,0.0430716052651
65,J020220.27-010638.8,30.5844573975,-1.1108056306799998,0.0431747175753
66,J020629.18+004223.1,31.6216583252,0.7063992619509999,0.0405120626092
67,J021219.68-004841.4,33.0820388794,-0.8115205764769999,0.040759105235300006
68,J022438.38-010802.5,36.1599502563,-1.1340419054000002,0.06788302958010001
69,J022606.71-001954.9,36.5279808044,-0.331912696362,0.0212831106037
70,J022745.78-010914.1,36.9407424927,-1.15389156342,0.069591537118
71,J022751.44+003005.5,36.9643516541,0.501540780067,0.0408635959029
72,J023010.84-003853.7,37.5452079773,-0.648261725903,0.0414621271193
73,J023148.25-010925.3,37.9510879517,-1.15700137615,0.053808234632000004
74,J023610.91-005833.8,39.045448303200004,-0.9760710597040001,0.0491360872984
75,J023648.87-085926.6,39.20362854,-8.990732192989999,0.042391218245
76,J024035.66-083249.4,40.1485519409,-8.54712486267,0.0375461876392
77,J024037.95-083200.0,40.1581535339,-8.53334903717,0.0387143567204
78,J024331.30+001824.4,40.8804588318,0.30682104825999995,0.026669498533
79,J024440.65-084802.8,41.1693725586,-8.80078220367,0.038323353976
80,J024744.89+002450.9,41.9370422363,0.414169222116,0.027807686477900002
81,J025548.87+010445.7,43.9536590576,1.07940685749,0.0167765282094
82,J025728.35-090044.6,44.3681755066,-9.01241207123,0.05705543607469999
83,J031202.49-000442.5,48.010375976599995,-0.07848034799100001,0.037632115185300005
84,J032017.70+003125.1,50.0737609863,0.523606300354,0.024178171530400003
85,J032341.36-000701.2,50.9223175049,-0.117011360824,0.051480326801500005
86,J032343.40-000706.3,50.930847168,-0.118411786854,0.0548399202526
87,J032902.57-005538.8,52.2607269287,-0.927472293377,0.0669170692563
88,J073933.30+293634.9,114.88876342799999,29.6097068787,0.0613883957267
89,J074751.01+182730.3,116.962562561,18.4584369659,0.042270403355400006
90,J074955.41+294341.5,117.480880737,29.728261947600004,0.05441262573
91,J075022.89+173843.4,117.59539032,17.645406723,0.0634799748659
92,J075029.25+291635.9,117.621856689,29.276676178000002,0.06347273290159999
93,J075037.87+225928.0,117.657806396,22.991134643600002,0.0450478382409
94,J075112.30+222522.4,117.80129241899999,22.4228878021,0.0452410317957
95,J075238.05+280135.8,118.158576965,28.026601791399997,0.0684339180589
96,J075316.60+292404.9,118.319190979,29.4013881683,0.0602539740503
97,J075421.50+134422.8,118.589622498,13.739695549,0.029219679534400002
98,J075446.37+142133.8,118.693222046,14.359418869,0.049598522484300016
99,J075521.54+272354.8,118.83975982700001,27.3985786438,0.065246462822
100,J075616.63+113943.7,119.069297791,11.662167549100001,0.0456405691803
101,J075739.39+250627.9,119.414131165,25.1077575684,0.061337172985100004
102,J075816.66+271029.6,119.569358826,27.175073623699998,0.0461950786412
103,J080000.28+181803.8,120.00121307399999,18.3010673523,0.0645133927464
104,J080019.76+264205.1,120.082359314,26.7014331818,0.027826823294199998
105,J080025.41+094639.0,120.105880737,9.777522087100001,0.066459454596
106,J080037.32+155210.0,120.15553283700001,15.8694601059,0.0548494793475
107,J080115.53+241913.8,120.314682007,24.320516586300002,0.0654722303152
108,J080613.44+174223.6,121.556022644,17.706577301,0.0157002490014
109,J080844.38+082837.6,122.184928894,8.47713375092,0.0469365343451
110,J080857.84+143729.8,122.24104309100001,14.624959945699999,0.0570825375617
111,J081044.15+214917.7,122.68396759,21.821603775,0.04477462917569999
112,J081205.73+292415.7,123.023841858,29.404373168899998,0.04868622869250002
113,J081221.90+211816.5,123.091293335,21.3046073914,0.0614785179496
114,J081242.77+165700.0,123.178230286,16.9500045776,0.0455837547779
115,J081244.52+165317.7,123.18550872799999,16.8882541656,0.0445122756064
116,J081345.89+223642.6,123.441223145,22.611841201799997,0.0597786270082
117,J081359.75+094203.7,123.498977661,9.70103740692,0.0521232150495
118,J081625.36+255928.8,124.105667114,25.991355895999998,0.045242264866800004
119,J082046.07+163844.8,125.191963196,16.6457843781,0.0443101450801
120,J082124.63+190852.0,125.352630615,19.1477794647,0.026567986235000004
121,J082257.70+254419.3,125.740432739,25.738710403400002,0.0279148947448
122,J082330.05+184457.9,125.875221252,18.7494335175,0.026588318869500003
123,J082350.12+113301.3,125.958862305,11.550366401700002,0.0318461060524
124,J082401.63+210137.8,126.006828308,21.0271778107,0.015489285811799999
125,J082426.07+145606.8,126.108680725,14.9352245331,0.0670683979988
126,J082512.83+110235.9,126.30345916700001,11.043313026400002,0.0660204812884
127,J082551.69+115049.5,126.465408325,11.847086906400001,0.0657618418336
128,J082607.38+120959.3,126.530761719,12.166485786400001,0.0651809871197
129,J082620.52+141407.7,126.585517883,14.2354974747,0.0662634894252
130,J082621.59+105125.4,126.58999633799999,10.8570652008,0.06566180288790001
131,J082659.68+244316.1,126.748680115,24.721166610700003,0.0672456175089
132,J082832.19+134227.5,127.13416290299999,13.707654952999999,0.0685739889741
133,J082835.71+111730.4,127.148826599,11.2917842865,0.044697947800199984
134,J082905.55+254621.4,127.273139954,25.7726364136,0.0278605613858
135,J083216.82+115048.6,128.070114136,11.8468503952,0.0461978316307
136,J083708.92+141441.6,129.287200928,14.2449169159,0.0684736445546
137,J083717.33+174319.1,129.322250366,17.7219791412,0.06824435293669999
138,J083728.21+245648.1,129.367584229,24.946718215900002,0.0260931160301
139,J083742.96+082142.3,129.429016113,8.36177539825,0.056652549654199996
140,J083758.38+251025.9,129.493286133,25.173889160199998,0.0296958424151
141,J083842.20+081301.0,129.675872803,8.21694660187,0.063462652266
142,J083944.54+051339.6,129.935623169,5.2276678085300015,0.0613034777343
143,J084029.20+292640.7,130.121673584,29.4446716309,0.050955437123800004
144,J084034.41+023640.7,130.1434021,2.61132121086,0.049619570374499995
145,J084144.20+070842.5,130.434188843,7.14516067505,0.0625235438347
146,J084430.70+021741.7,131.127960205,2.29491662979,0.0505997911096
147,J084442.74+240536.5,131.178115845,24.0934944153,0.061750639229999994
148,J084639.21+203315.4,131.663406372,20.554294586199997,0.061344273388400004
149,J084708.69+193751.7,131.786254883,19.6310501099,0.031182743609000002
150,J084749.48+140730.3,131.956192017,14.1250972748,0.06894808262589999
151,J084822.54+122210.6,132.093933105,12.3696479797,0.0684756785631
152,J085156.67+165641.2,132.986129761,16.9448127747,0.028517190367
153,J085254.78+062708.3,133.228271484,6.45230388641,0.05146310850980002
154,J085402.46+172033.5,133.510299683,17.3426456451,0.0667817592621
155,J085413.38+065823.3,133.555770874,6.97315120697,0.0653378069401
156,J085414.94+085910.9,133.56228637700002,8.98636627197,0.0637992992997
157,J085458.52+262953.6,133.743865967,26.498245239299997,0.059834945946899996
158,J085458.92+262924.2,133.745513916,26.490077972399998,0.0578351020813
159,J085757.37+001016.2,134.489059448,0.17119526863099999,0.05289908126
160,J085831.55+132202.8,134.631469727,13.367480278,0.0665951147676
161,J090023.32+171043.5,135.097213745,17.1787815094,0.054058928042699995
162,J090038.00+012811.8,135.15834045399998,1.4699654579199999,0.052186802029599993
163,J090045.63+171101.2,135.190155029,17.183681488,0.053713280707599995
164,J090047.53+295925.0,135.198043823,29.9902820587,0.05406928062440002
165,J090114.43+134454.5,135.310134888,13.7484903336,0.06829130649569999
166,J090204.42+113759.9,135.518432617,11.633320808399999,0.0581465363503
167,J090231.00+084941.5,135.629196167,8.828239440920003,0.0634543597698
168,J090234.29+223755.3,135.642883301,22.6320457458,0.0375130064785
169,J090311.33+133756.4,135.797241211,13.632347106900001,0.029033917933700002
170,J090443.67+081607.9,136.18196106,8.26888465881,0.061058960855000004
171,J090501.67+181104.0,136.256973267,18.1844501495,0.0675153508782
172,J090518.33+182631.9,136.326416016,18.4422035217,0.0139705324546
173,J090538.76+020117.0,136.4115448,2.02142262459,0.051249481737599994
174,J090551.51+010749.9,136.464645386,1.13054478168,0.05219515413049999
175,J090640.15+063344.6,136.667312622,6.5624008178699995,0.0699009820819
176,J090935.20+193030.7,137.39666748,19.5085544586,0.0278003569692
177,J090941.83+270410.9,137.424331665,27.06972885130001,0.0685065165162
178,J091315.72+015202.0,138.315505981,1.8672523498500002,0.05537684261800002
179,J091331.37+285706.3,138.380737305,28.951757431,0.0265204384923
180,J091412.75+164432.3,138.55316162100002,16.742332458499998,0.0278545506299
181,J091433.40+255412.4,138.639205933,25.9034538269,0.067774258554
182,J091517.78+180444.1,138.82409668,18.0789413452,0.0563109144568
183,J091602.47+083213.0,139.010299683,8.53693771362,0.0619496554136
184,J091630.63+253405.9,139.127639771,25.5683231354,0.0271490495652
185,J091706.92+200410.9,139.27885437,20.069702148399998,0.0278374813497
186,J091715.46+072120.4,139.314437866,7.35566663742,0.06792598962780001
187,J091735.57+031942.8,139.398254395,3.32857704163,0.0555944032967
188,J091809.29+161153.2,139.53872680700002,16.198110580399998,0.0300112534314
189,J091859.34+093951.7,139.747268677,9.664391517639999,0.055476281791900006
190,J091910.75+201434.6,139.794830322,20.2429637909,0.0299673490226
191,J091957.97+264454.9,139.99156189,26.748594284099998,0.0263602733612
192,J092024.32+103454.8,140.101364136,10.581911087,0.059013113379499986
193,J092050.74+131128.0,140.21144104,13.191141128499998,0.0166683718562
194,J092209.74-003222.4,140.540618896,-0.539574503899,0.056156583130400006
195,J092217.33-003248.9,140.572235107,-0.546950519085,0.0562604553998
196,J092708.07+292408.2,141.78364563,29.402303695700002,0.0258202850819
197,J092735.55+060335.6,141.898147583,6.05988836288,0.06325263530019999
198,J093402.48+272234.0,143.510375977,27.3761196136,0.043156132102
199,J093439.88+294910.2,143.666168213,29.8195228577,0.0625682175159
200,J093715.19+233526.1,144.313323975,23.5906105042,0.0251486320049
201,J093807.38+280327.5,144.530776978,28.0576667786,0.033647015690799996
202,J093832.88+102030.3,144.637039185,10.3417739868,0.0489848926663
203,J093839.20+111559.5,144.663345337,11.2665510178,0.06410107016559999
204,J094112.40+260524.5,145.30169677700002,26.090148925799998,0.044133372604800006
205,J094129.68+084254.8,145.373703003,8.71522426605,0.0690713971853
206,J094129.79-011457.4,145.37411499,-1.24932003021,0.0668661817908
207,J094248.76+094701.9,145.703201294,9.78390026093,0.059705689549400004
208,J094340.56+224744.8,145.91900634799998,22.795789718600002,0.06909009069199999
209,J094414.63+023007.8,146.06098938,2.50219154358,0.0607091225684
210,J094631.91+090224.4,146.63294982899998,9.04015922546,0.062023524195
211,J094744.27+214006.6,146.93447876,21.6685123444,0.0248213224113
212,J094953.04+001854.1,147.47105407700002,0.315029591322,0.063432648778
213,J095001.48+202946.3,147.506164551,20.4962272644,0.0697818547487
214,J095113.63+282129.6,147.80682373,28.358253479000002,0.047960121184599996
215,J095130.11+171533.8,147.875473022,17.2594146729,0.028568943962500006
216,J095153.40+125640.9,147.97251892100002,12.944708824200001,0.0414040908217
217,J095213.45+192154.5,148.056045532,19.365156173699997,0.0689204186201
218,J095229.67+020916.0,148.123641968,2.1544528007499997,0.0166460126638
219,J095231.93+203317.5,148.133087158,20.5548858643,0.06972379237410001
220,J095417.18+213940.6,148.571594238,21.6612930298,0.0615043863654
221,J095419.92+074132.2,148.582992554,7.69227647781,0.0597280040383
222,J095516.10+003346.6,148.817092896,0.562957704067,0.0626838058233
223,J095558.94+063358.4,148.995605469,6.56623983383,0.062116842716899996
224,J095621.83+005040.2,149.090942383,0.844557344913,0.0628354772925
225,J095628.30+001102.3,149.117919922,0.18398894369600002,0.0658077150583
226,J095635.17+100540.7,149.146575928,10.0946578979,0.0517962910235
227,J095651.40+001231.6,149.214141846,0.20882804691799997,0.0650452971458
228,J095714.80+063929.4,149.311691284,6.658188819889999,0.0616759806871
229,J095851.83+010943.5,149.7159729,1.1621102094700002,0.0566751621664
